_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
52369,0083G00063000000,5810 HAYS ST,2016,2016-02-16,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92367363096264,40.46833457379525
52370,0124J00157000000,6223 MEADOW ST,,2016-02-29,COMMERCIAL LERTA,5,50000,Larimer,9,12,2,Eastern,Highland,5,3-12,-79.91483538013621,40.465768881631085
52371,0084B00059000000,6002 PENN AVE,2017,2016-02-12,LOCAL ECONOMIC STIMULUS,10,250000,East Liberty,9,8,2,Central,Highland,5,3-8,-79.92445627706016,40.46096308324359
52372,0049A00322000000,4107 WILLOW ST,2018,2016-02-26,LOCAL ECONOMIC STIMULUS,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96424416139945,40.47225971572112
52373,0048M00043000000,3538 CHARLOTTE ST,2018,2016-02-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96621478054935,40.46533312755704
52374,0049E00029000000,180 38TH ST,2019,2016-02-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96515308557782,40.46735101020747
52375,0049E00064000000,177 38TH ST,2017,2016-02-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96505035891491,40.46776775086197
52376,0049N00168000000,3441 LIGONIER ST,2017,2016-02-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96551431965251,40.463077473837295
52377,0080D00067000000,5265 CARNEGIE ST,2017,2016-02-01,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95217844850184,40.4816191088423
52378,0080D00285000000,5220 KEYSTONE ST,2017,2016-02-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95216348747313,40.479823829179765
52379,0080H00217000000,5227 POE WAY,2018,2016-02-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95063531503413,40.47879017853447
52380,0027G00320000000,4101 BIGELOW BLVD,,2016-02-11,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95454447164892,40.450212383528914
52381,0002A00240000B00,601 WILLIAM PENN PL,2018,2016-02-27,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99682692351105,40.4415084363599
52382,0023M00251000000,422 SUISMON ST,2019,2016-02-05,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00137758671956,40.45522815890634
52383,0023G00108000000,1432 LORAINE ST,,2016-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Northside,6,25,1,Northern,Riverview,1,1-6,-80.00598337713765,40.45845021197968
52384,0001M00041000000,418 1ST AVE,,2024-03-30,CHAPTER 267 BASE,3,125000,Central Business District,6,1,1,Central,Riverview,2,1-4,-80.00018085987158,40.436779543175646
52385,0011K00048000000,2120 5TH AVE,,2024-03-21,CHAPTER 267 ENHANCED,10,250000,Bluff,6,4,3,Central,Schenley,2,2-1,-79.97499225398259,40.43783821840601
52386,0010P00186000000,2117 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97732913454318,40.443956393470955
52387,0010P00187000000,2119 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97727601068915,40.443978886698154
52388,0010P00188000000,2121 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97722309282001,40.444001920209885
52389,0010P00189000000,2123 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97716492754033,40.44402589705522
52390,0010P00190000000,2125 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97710759215478,40.44405086805792
52391,0010P00191000000,2127 ROSE ST,,2024-03-15,CHAPTER 265 ENHANCED,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-1,-79.97699756703635,40.44409753599324
52392,0060B00224000000,34 NOBLES LN,,2024-03-06,CHAPTER 265 ENHANCED,10,250000,Carrick,4,29,4,Southern,McKinley,3,4-7,-79.99153901293865,40.40333045120644
52393,0009K00142000000,1108 SMALLMAN ST,2019,2017-03-17,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-3,-79.99361431303795,40.445696207693366
52394,0049E00092000000,186 39TH ST,2018,2017-03-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96447756230634,40.46781590099816
52395,0050L00146000000,5303 BROAD ST,2018,2017-03-06,ACT42 RESIDENTIAL,3,86750,Garfield,9,10,2,Central,Highland,5,3-4,-79.93800298603114,40.46606424098088
52396,0088M00042000000,1676 SHELBURNE LN,,2017-03-22,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91923237234157,40.4166139209487
52397,0088M00044000000,1670 SHELBURNE LN,2018,2017-03-17,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91904415358806,40.416617577498
52398,0088M00046000000,1664 SHELBURNE LN,,2017-03-17,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91885320061283,40.41661056727063
52399,0006J00007000000,496 BRADLEY ST,2019,2017-03-01,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.0295289473337,40.436191376809504
52400,0006J00017000000,476 BRADLEY ST,2018,2017-03-01,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02951906366998,40.43661453180814
52401,0023M00131000000,1212 LINDEN PL,2018,2017-03-20,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00074831100464,40.4574727327236
52402,0006J00001000000,491 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02910934186613,40.43608724705956
52403,0006K00009000000,479 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.0288799332523,40.43632539187463
52404,0006K00011000000,485 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.0289204161824,40.43621212737028
52405,0051M00015000000,5502 BAUM BLVD,2018,2016-06-13,LOCAL ECONOMIC STIMULUS,10,250000,Friendship,7,8,2,Central,Highland,5,3-23,-79.9363522901188,40.45734102811033
52406,0080H00302000000,5224 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94995407435627,40.47836314791538
52407,0080H00305000000,5224 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94990694575964,40.478396912822696
52408,0080H00306000000,5226 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9498614071467,40.478433343666
52409,0001M00052000000,432 1ST AVE,2019,2016-06-30,RESIDENTIAL LERTA,10,150000,Central Business District,6,1,6,Central,Riverview,2,1-4,-79.99988332717507,40.43680259020835
52410,0012A00020000000,21 S 18TH ST,,2009-10-27,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98012993258938,40.43112947576079
52411,0056B00163000000,4736 SYLVAN AVE,2010,2009-10-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.94244341548966,40.41248210660022
52412,0023C00063000000,1611 MEADVILLE ST,2011,2009-10-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Fineview,1,25,1,Northern,Riverview,1,1-10,-80.00517994284318,40.46072497442596
52413,0025F00290000000,2865 RAILROAD ST,2023,2019-09-24,RESIDENTIAL LERTA,10,150000,Strip District,7,6,6,Central,Highland,2,3-2,-79.97659054938426,40.45921512296946
52414,0080H00011000000,5177 KEYSTONE ST,2022,2019-09-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95318575871785,40.47915024696544
52415,0119S00069000000,5413 CARNEGIE ST,2021,2019-09-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95021110988468,40.48264646154636
52416,0056G00086000000,4948 GLENWOOD AVE,2020,2019-09-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.94044083889293,40.40935724325926
52417,0056K00318000000,5013 GERTRUDE ST,,2019-09-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.9417278206025,40.408572476529805
52418,0056L00019000000,5012 GLENWOOD AVE,,2019-09-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.94042942904093,40.4088731607075
52419,0056L00304000000,317 E ELIZABETH ST,2021,2019-09-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.93929221482817,40.408003372995296
52420,0049C00001000000,4400 DAVISON ST,2014,2012-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95761580609066,40.47000883173775
52421,0022J00335000000,1616 CHATEAU ST,,2012-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02878370633104,40.45614177780556
52422,0023H00235000000,1404 JAMES ST,,2012-07-05,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,25,1,Northern,Riverview,1,1-6,-80.00193296481342,40.45837055777706
52423,0023H00160000000,507 DUNLOE ST,,2012-07-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00181053535945,40.457768256759614
52424,0023S00357000000,JAMES ST,,2012-07-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00080060379332,40.45477151801597
52425,0024J00028000000,609 TRIPOLI ST,2016,2012-07-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99943529814313,40.456095314906094
52426,0023M00209000000,1010 CEDAR AVE,,2012-07-25,ACT42 RESIDENTIAL,3,86750,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00231939324738,40.45614049654212
52427,0023M00266000000,517 TRIPOLI ST,2010,2009-02-25,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00065296551193,40.455875338372365
52428,0024J00035000000,621 TRIPOLI ST,2012,2009-02-25,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99899177849512,40.4560773448624
52429,0056G00028000000,312 FLOWERS AVE,2023,2021-11-09,CHAPTER 265 ENHANCED,10,250000,Hazelwood,5,15,3,Eastern,Eastern,4,2-13,-79.94013830419024,40.41095733167728
52430,0083D00117000000,6046 JACKSON ST,2016,2014-07-10,ACT42 RESIDENTIAL,3,86750,Highland Park,7,11,2,Central,Highland,5,3-9,-79.91854444308768,40.47071102777298
52431,0009G00009000000,1410 SMALLMAN ST,2016,2014-07-28,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-3,-79.9899012153579,40.448032064877616
52432,0049J00191000A00,241 37TH ST,2015,2014-07-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96334157205581,40.465262446696585
52433,0023M00213000000,1006 CEDAR AVE,2017,2014-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.0022273406739,40.45602213060085
52434,0023M00214000000,1004 CEDAR AVE,2016,2014-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00221205505994,40.4559802712292
52435,0024J00304000000,841 BLOSSOM WAY,2014,2014-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99626546797296,40.45712458839865
52436,0011E00044000000,1655 5TH AVE,2017,2015-09-04,RESIDENTIAL LERTA,10,150000,Crawford-Roberts,6,3,3,Central,Schenley,2,2-4,-79.98288416586281,40.438663135610845
52437,0084E00266000000,5765 CENTRE AVE,2019,2015-09-30,RESIDENTIAL LERTA,10,150000,East Liberty,7,8,2,Central,Highland,5,3-11,-79.9322547306523,40.45811591690336
52438,0080P00147000C00,4520 MODOC WAY,2016,2015-09-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96064813268666,40.473918539991885
52439,0080P00250000000,4621 PLUMMER ST,2017,2015-09-25,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95999595433142,40.47432247698046
52440,0050L00151000000,223 N ATLANTIC AVE,2017,2015-09-01,ACT42 RESIDENTIAL,3,86750,Garfield,9,10,2,Central,Highland,5,3-4,-79.93837145458338,40.466087765059
52441,0086B00286000000,5615 WOODMONT ST,2017,2015-09-11,ACT42 RESIDENTIAL,3,86750,Squirrel Hill North,8,14,3,Eastern,Frick,4,2-18,-79.92707932535734,40.44228206815986
52442,0012P00036000000,711 S 21ST ST,2017,2015-09-24,LOCAL ECONOMIC STIMULUS,10,250000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.97602453428945,40.42558486083389
52443,0003M00264000000,127 S 13TH ST,2017,2015-09-15,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98503329591338,40.42638643669104
52444,0003M00267000000,44 UXOR WAY,2017,2015-09-15,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98482729238275,40.42639093418991
52445,0024N00088000000,621 FORELAND ST,2017,2015-09-24,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99860689213011,40.4544853365722
52446,0024N00089000000,619 FORELAND ST,2017,2015-09-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99868687747767,40.45446933561635
52447,0114G00286000000,3945 KLEBER ST,,2015-09-29,ACT42 RESIDENTIAL,3,86750,Brighton Heights,1,27,1,Northern,Riverview,1,1-14,-80.0378627188838,40.48853174378051
52448,0125K00018000000,6706 MCPHERSON BLVD,,2020-05-01,ACT42 RESIDENTIAL,3,86750,Point Breeze North,9,14,2,Eastern,Frick,4,3-14,-79.9101883922115,40.455318962595754
52449,0022D00196000000,861 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01867583187595,40.4615558798437
52450,0022D00198000000,857 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01860048469418,40.461613932861354
52451,0022D00204000000,843 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01837186174902,40.461802572813845
52452,0022D00212000000,838 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01852438410211,40.46204394360477
52453,0022D00216000A00,846 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01868882185639,40.461919615703046
52454,0022D00217000000,852 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01875266329633,40.46187079221145
52455,0022D00218000000,854 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01878564777233,40.46184501282903
52456,0022D00220000000,858 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01885430907113,40.46179260030782
52457,0022D00402000000,844 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01862415160554,40.4619690652812
52458,0025F00288000000,75 HOPPER PL,2023,2020-05-26,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,6,6,Central,Highland,2,2-25,-79.97723989618697,40.458771361954575
52459,0048M00012000000,3626 SMALLMAN ST,2014,2013-09-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96635802101973,40.46656740277219
52460,0048M00013000000,3624 SMALLMAN ST,2014,2013-09-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96638489902097,40.46652579344944
52461,0049J00190000000,245 37TH ST,2014,2013-09-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96324671920449,40.46521694934545
52462,0049J00189000000,247 37TH ST,2015,2013-09-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96318510639838,40.465166001665686
52463,0003N00236000000,15 BAILEY PARK LN,2015,2013-09-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99725069227098,40.42577439842472
52464,0003N00234000000,7 BAILEY PARK LN,2016,2013-09-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99737316143104,40.42579508144725
52465,0003N00237000000,21 BAILEY PARK LN,2016,2013-09-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99712608689843,40.42570551850389
52466,0175A00026000000,7357 FINANCE ST,2015,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89565614065927,40.4521149573501
52467,0175A00029000000,7349 FINANCE ST,2016,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89581893960165,40.45217870300271
52468,0175A00031000000,7341 FINANCE ST,2016,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89596110232691,40.452234729590806
52469,0175A00033000000,7335 FINANCE ST,2016,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89610325893686,40.45229032621425
52470,0175A00037000000,7327 FINANCE ST,2016,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89624499525827,40.452346078137225
52471,0175A00038000000,7317 FINANCE ST,2015,2014-01-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89642322878474,40.45241662952476
52472,0055A00238000000,102 BIGELOW ST,2014,2014-01-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-12,-79.9480234665722,40.42225311195804
52473,0088M00120000000,1675 PARKVIEW BLVD,2018,2014-01-24,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.9199096970909,40.41728723251416
52474,0028R00101000000,3321 WARD ST,2019,2018-10-05,ACT42 RESIDENTIAL,3,86750,South Oakland,3,4,3,Central,Schenley,4,2-11,-79.95505914830851,40.43376937686333
52475,0001H00330000000,314 4TH AVE,2024,2018-10-29,RESIDENTIAL LERTA,10,150000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0008844171064,40.43904244885989
52476,0080D00341000000,5304 HOLMES ST,2019,2018-10-22,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94983467129526,40.48049655934397
52477,0024F00052000000,1001 HIGH ST,,2018-10-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Spring Garden,1,24,1,Northern,Riverview,1,1-5,-79.9942991823588,40.45965805271811
52478,0012K00221000000,124 S 21ST ST,,2019-06-06,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,3,Southern,Schenley,3,4-24,-79.97670194049101,40.427119177047054
52479,0025N00270000000,2330 PENN AVE,,2019-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98064383204915,40.45310285231548
52480,0049J00302000000,219 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.9635248418337,40.4665622130839
52481,0049J00304000000,217 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96358124797274,40.46660519464665
52482,0049J00311000000,215 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96362939653382,40.466644974788494
52483,0049J00312000000,213 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96367909930655,40.46668346206164
52484,0049J00316000000,211 38TH ST,2021,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96373383674154,40.46672729711052
52485,0080G00271000000,5121 KEYSTONE ST,2022,2019-06-25,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9539600022294,40.47799186345514
52486,0081A00044000000,5308 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94903404922489,40.48006155771236
52487,0081A00045000000,5312 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94891744428334,40.48013110669935
52488,0081A00046000000,5310 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94897643720314,40.48009546878947
52489,0081A00047000000,5314 DUNCAN ST,2022,2019-06-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94885643858747,40.48016410296129
52490,0004M00174030000,300 BIGBEE ST,,2012-01-09,ACT42 RESIDENTIAL,3,86750,Mount Washington,3,18,4,Southern,Emerald,3,4-5,-80.0024630891913,40.427453193490926
52491,0023F00361000000,13 ALPINE AVE,2018,2012-01-03,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.00824764249546,40.45857090683484
52492,0075M00072000000,3303 MCCLURE AVE,2013,2012-01-13,ACT42 RESIDENTIAL,3,86750,Brighton Heights,1,27,1,Northern,Riverview,1,1-14,-80.03660994966089,40.47582714544374
52493,0048S00216000000,3409 BUTLER ST,2013,2012-01-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96729688699217,40.46305227989101
52494,0048S00217000000,3411 BUTLER ST,2013,2012-01-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96725732996563,40.4631053963786
52495,0049J00313000000,3810 BUTLER ST,2015,2012-01-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96382524585486,40.46695013001072
52496,0080G00178000A00,5114 BUTLER ST,2014,2012-01-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95519674959127,40.47875435593655
52497,0023L00083000000,4 W NORTH AVE,,2017-07-21,COMMERCIAL LERTA,5,50000,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.00716093956643,40.45566450122857
52498,0050P00210000000,5122 PENN AVE,,2017-07-06,COMMERCIAL LERTA,5,50000,Bloomfield,7,8,2,Central,Highland,5,3-23,-79.94191994762895,40.46456184865005
52499,0048M00015000000,3620 SMALLMAN ST,2018,2017-07-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96643703393613,40.466449587399296
52500,0049J00221000000,212 38TH ST,2021,2017-07-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96401596329545,40.46639350263688
52501,0087G00046000000,2650 MURRAY AVE,,2017-07-17,LOCAL ECONOMIC STIMULUS,10,250000,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-21,-79.92404701255185,40.429206110667
52502,0087G00066000000,MURRAY AVE,,2017-07-17,LOCAL ECONOMIC STIMULUS,10,250000,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-21,-79.92339698297958,40.429269433528255
52503,0006J00015000000,482 BRADLEY ST,2019,2017-07-28,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02965551951891,40.43652972446155
52504,0026R00047000000,919 RAMPART ST,2011,2009-04-01,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Hill,6,5,3,Central,Schenley,2,2-22,-79.95677974207561,40.45361251474711
52505,0119S00119000000,5328 BUTLER ST,2011,2009-04-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95137373797596,40.482485961081125
52506,0084B00004000000,123 N HIGHLAND AVE,2016,2009-04-08,COMMERCIAL LERTA,5,50000,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92488897103334,40.46238539241259
